node_id,lat,lon,priority
261129946,41.9995661,-87.6887078,1
468420071,41.8111297,-87.6212742,2
261149795,41.783106,-87.6655279,3
261155728,41.6591275,-87.5403981,1
261161453,41.9194646,-87.6958154,2
418466972,41.8176257,-87.6985207,1
261332146,41.9642973,-87.7537353,1
260098649,41.9252065,-87.6823159,1
8152627320,41.8483999,-87.6437138,1
1309581846,41.8714547,-87.6779691,2
261163886,41.6991881,-87.6729999,2
261286228,41.7477378,-87.5953934,3
4069506149,41.9987064,-87.8067804,3
261240286,41.7452485,-87.6416275,1
261215687,41.9217986,-87.7217925,1
6823308583,41.7869951,-87.7133933,3
259745631,41.8376589,-87.6134714,2
261177275,41.7488574,-87.6415462,2
286368851,41.9235695,-87.6535513,3
261197821,41.7411877,-87.6680683,1
2386522872,41.7578875,-87.6904066,2
261198771,41.7197294,-87.6371067,1
261114616,41.9002643,-87.7692322,1
261204892,41.7520052,-87.676834,1
261280574,41.687346,-87.6095173,3
261184284,41.9607334,-87.8432351,1
261347684,41.8352341,-87.6535015,1
261122344,41.6632668,-87.635429,1
4698424602,41.7599632,-87.6305363,1
12251455375,41.7236459,-87.59483,1
261115350,41.9943211,-87.6771779,1
261231572,41.8370263,-87.6547752,1
261150090,41.7714951,-87.7152196,2
261227533,41.9331421,-87.7626225,3
261221010,41.8854778,-87.7257943,1
261267197,41.8980409,-87.7004403,3
261197937,41.9390338,-87.7920682,1
2189211082,41.88396,-87.6827567,1
261147368,41.9737797,-87.7939715,3
261142315,41.7295679,-87.5879766,1
250774815,41.7149773,-87.6310496,2
3908898113,41.889094,-87.6878844,3
27440579,41.8958729,-87.6164066,3
261137014,41.7135512,-87.6236456,3
3740681151,41.9700289,-87.654855,1
261116272,41.6624461,-87.5507691,1
261126472,41.9432333,-87.7592974,3
2386528543,41.7590121,-87.7020443,2
261158009,41.7767957,-87.6034146,2
261184629,41.7776684,-87.7812632,1
261264474,41.672548,-87.6236964,2
261114972,41.9090515,-87.6725339,3
261184354,41.7042608,-87.7073895,2
261119359,41.7209612,-87.5496757,2
261177721,41.6918312,-87.5328629,1
261213398,41.8517433,-87.7076959,3
261187694,41.7375155,-87.5444528,3
261199672,41.8753898,-87.7157096,3
261260787,41.9469497,-87.754515,2
369882174,41.9121478,-87.6872687,1
5844601072,41.9192435,-87.6364152,3
261222645,41.6735104,-87.6203704,1
537982530,41.7837243,-87.6254349,3
6061198941,41.9406239,-87.6681936,2
348167529,41.9379192,-87.7468555,2
293816470,41.9903709,-87.7110219,2
261286254,41.7878006,-87.5963758,1
261151207,41.8465141,-87.6567388,3
305901377,41.9700753,-87.7280883,1
261172283,41.9122532,-87.679976,1
261181610,41.9481666,-87.7306736,2
261276524,41.7348249,-87.6047777,1
261145276,41.935902,-87.6806702,2
261147623,41.9103863,-87.6835751,2
26794556,41.9542834,-87.6742104,2
305904197,41.9679811,-87.7514455,1
720552237,41.6815612,-87.6206185,3
261198749,41.6778791,-87.635887,2
261158132,41.9719944,-87.7867305,3
261160367,41.9953949,-87.8061242,1
2457493775,41.8515008,-87.7236352,2
4332706067,41.7940339,-87.6645077,1
261326120,41.6955133,-87.6699042,3
261225884,41.9921606,-87.7031105,1
4119390692,41.9237666,-87.7068378,3
261188499,41.7645701,-87.5596529,3
261331194,41.8579789,-87.6548446,3
1642541410,41.8718762,-87.6517582,2
261093629,41.9247262,-87.7068662,3
261154839,41.7279412,-87.5754872,3
261141240,42.0007088,-87.8128725,2
261198066,41.737124,-87.7110402,3
261204866,41.7301575,-87.6762754,3
1309434567,41.8693356,-87.6616418,1
261151237,41.6931141,-87.6545742,1
4069249595,41.9753037,-87.6683245,2
261254721,41.9593966,-87.7033007,1
261328417,42.0177493,-87.8206486,2
261241135,41.9121489,-87.7227446,3
261118579,41.8972631,-87.7200373,2
