node_id,lat,lon,priority
10922673570,41.8481191,-87.6582575,1
261179927,41.8183506,-87.6982641,3
261114621,41.9093346,-87.769535,3
537982456,41.7873666,-87.6255136,2
9408702959,41.9393476,-87.7068448,1
261137869,41.74727,-87.6269386,2
261288595,41.910376,-87.6324683,3
261188489,41.7624946,-87.5780519,1
11267593099,41.888881,-87.6695334,3
12251590800,41.6927629,-87.6108237,1
261118345,42.0161025,-87.665095,1
261279901,41.7055275,-87.6112709,3
261181981,41.8659998,-87.7374001,3
261195776,41.6821207,-87.671151,3
261229624,41.7199339,-87.557525,1
261193492,41.9070004,-87.6676642,1
261280412,41.9484765,-87.7790423,1
261174939,41.756606,-87.6138452,2
347268322,41.8481634,-87.644499,2
261338603,41.8726841,-87.6824186,1
28292368,41.8869489,-87.6310151,2
6823308583,41.7869951,-87.7133933,1
261135168,41.9016908,-87.6510086,2
269449674,41.8091485,-87.5873246,3
12237105568,41.8690135,-87.7154945,2
261147503,41.9956184,-87.6719218,1
261139184,41.9418586,-87.7933946,1
386571657,41.7912795,-87.6079507,2
261181636,41.9466508,-87.8131888,2
261151082,41.8691488,-87.7730283,2
261222239,41.9664312,-87.7662062,2
4332555760,41.7493484,-87.7277568,1
286369393,41.9217109,-87.6559136,2
256170757,41.9679984,-87.7499133,2
261178142,41.9440368,-87.7691167,3
261146723,41.7117644,-87.6034376,3
261190448,41.7465848,-87.7382155,3
261334695,41.6939442,-87.6607045,2
29411955,41.8908442,-87.629616,3
261234137,41.7131814,-87.6509611,2
365043636,41.9350912,-87.7172827,3
261126799,41.753607,-87.5614261,3
261233544,41.9364268,-87.8052988,1
261215988,41.9082783,-87.7069505,1
261174035,41.7420442,-87.7301638,2
261209756,41.9128321,-87.7811494,1
261195813,41.6814425,-87.6428498,1
1308232072,41.8675244,-87.6860024,1
261181633,41.9467109,-87.8094674,1
316309147,41.9524657,-87.747282,3
261115111,41.7504806,-87.6549636,1
261264460,41.7861288,-87.6271754,2
261299002,41.78864,-87.6595923,1
6291633836,41.6958268,-87.6570217,2
261256223,41.6779577,-87.6286612,2
261285850,41.8580506,-87.6809014,2
261202663,41.8436251,-87.6382838,3
4081947070,41.9466319,-87.7078332,1
261224541,41.7515097,-87.5843981,1
261176752,41.7458463,-87.6001716,1
261115732,41.7494673,-87.6039085,2
261127114,41.7547411,-87.6166236,2
261122473,41.7981621,-87.5822834,1
261248405,41.8864232,-87.7062835,1
261201130,41.6990688,-87.6838915,3
261266927,41.683371,-87.6336442,1
261200364,41.934148,-87.7565227,1
9727227089,41.9692993,-87.6486086,3
3456306392,41.9433298,-87.6448098,1
261158684,41.7443503,-87.5746368,1
261251821,41.7037161,-87.6100092,1
261213394,41.8590596,-87.7078956,2
261172187,41.7278114,-87.5854362,2
261158146,41.971911,-87.804788,1
2425912957,41.7598321,-87.6390175,1
261115162,41.8950489,-87.6745812,1
261285257,41.752512,-87.6404236,1
261224255,42.011278,-87.6949869,3
257097046,41.9764443,-87.6521464,2
410791896,41.884324,-87.6474367,1
1693295744,41.9271398,-87.7060067,2
718889050,41.7150792,-87.5933387,3
261285603,41.8039479,-87.6150212,2
261160979,41.6865542,-87.7030724,2
2053639824,41.9390355,-87.7320409,1
261326627,41.6827704,-87.5352412,3
261147139,41.926224,-87.7341641,2
259578461,41.9342839,-87.6427801,1
261155578,41.7774478,-87.6798001,3
261258371,41.7745568,-87.6284109,1
13032331591,41.9103566,-87.6884509,1
261192048,41.7156991,-87.6030525,1
261225248,41.7212065,-87.6683407,2
351098987,41.7288851,-87.5573143,2
261214570,41.8599361,-87.6448358,2
261239444,41.9057793,-87.7639493,2
261224834,41.7417621,-87.6290638,3
261149862,41.7822186,-87.7301908,2
261214636,41.6923858,-87.6399598,1
261220125,41.86872,-87.7424036,2
