node_id,lat,lon,priority
261192602,41.6772283,-87.6856119,3
3127044394,41.9386463,-87.7077047,1
261122105,41.7704325,-87.6603278,2
261157730,41.9483413,-87.7164488,3
261127051,41.8093608,-87.6181564,2
2596258158,41.9183648,-87.7069662,2
2291929252,41.9005481,-87.6327507,3
261302353,41.6992872,-87.7049012,3
261224577,41.9405859,-87.671121,1
4158887645,41.7222673,-87.590653,1
261151818,41.7347402,-87.7316581,1
261337036,41.7758824,-87.6604718,3
9300270125,42.0138938,-87.6671275,1
261209778,41.6999506,-87.6864809,3
261132606,41.7716637,-87.5727887,1
261148575,41.7166484,-87.600662,1
261125679,41.9622527,-87.7746398,3
261342035,41.8313126,-87.6753107,1
6682569560,41.755492,-87.556423,2
3193180049,41.8800902,-87.7713848,3
366255183,41.9248658,-87.6914847,1
261187572,41.9409343,-87.7260144,3
261131880,41.738017,-87.7020746,1
261747542,41.9900562,-87.6582084,1
9252887931,41.7667041,-87.610063,2
2393990084,41.6814095,-87.6450699,1
257168018,41.9663771,-87.6548018,3
261191250,41.9300906,-87.7171344,2
261144588,41.6851392,-87.6373167,1
261227573,41.9326402,-87.8010434,2
261233987,41.9803634,-87.8035128,2
261133873,41.9308482,-87.7991458,1
261200131,41.8321123,-87.683746,3
250278999,41.9472845,-87.651901,3
261210832,41.898067,-87.6980123,1
261323622,41.8527859,-87.6986073,1
13032420810,41.9097465,-87.7336393,3
261114180,41.801794,-87.6343434,2
12195807205,41.9109291,-87.6458503,2
2869202035,41.9634151,-87.6692146,1
4499014591,41.7070846,-87.6307116,1
261229204,41.9884328,-87.7840047,3
261275531,41.7213106,-87.6590454,3
261273359,41.7746817,-87.7983305,1
261160009,41.9902072,-87.7742387,2
261301811,41.8020578,-87.6194077,1
261155589,41.7772758,-87.6945609,3
261188455,41.7619657,-87.6200151,1
1446638321,41.863345,-87.6896178,2
261127549,41.7714587,-87.6348352,1
261169137,41.9805085,-87.8218172,1
261116654,41.7943226,-87.7109432,2
1593472117,41.9232515,-87.704831,2
261185572,41.9810707,-87.7612267,2
261217993,41.6936208,-87.5258147,3
261172137,41.7696938,-87.5862221,2
261160824,41.7925404,-87.772069,3
428890368,41.8758332,-87.6410061,2
261193132,41.7964081,-87.7636401,3
261224600,41.9756682,-87.7851963,2
261302393,41.6887459,-87.7043797,3
305908466,41.9614272,-87.6813976,1
261291034,41.8881804,-87.6829715,3
261147244,41.956505,-87.752348,2
261172739,41.710034,-87.5536649,2
7558822267,41.9383874,-87.7339801,2
261251861,41.7438673,-87.6114965,1
261187538,41.9398931,-87.8012867,3
261266559,41.7887537,-87.7780138,2
261266487,41.7901385,-87.6888209,3
261204642,41.6842305,-87.6469793,2
26220951,41.8076255,-87.7432646,2
737086975,41.8730202,-87.7229611,1
261174106,41.7669007,-87.717554,1
261118026,41.8455215,-87.7001566,3
261332188,41.7938705,-87.6192027,2
261235910,41.7922304,-87.7879105,2
28289985,41.879429,-87.6308053,3
261209736,41.9141941,-87.6763408,3
261142622,41.9237411,-87.6422256,2
261155541,41.7777399,-87.6581066,2
261285282,41.8158158,-87.6712343,3
261184636,41.777456,-87.7940906,3
316328924,41.9505896,-87.7619939,1
261253107,41.8966766,-87.7654559,2
261291499,41.7304167,-87.6568342,3
261097225,41.7279452,-87.6304522,3
261216462,41.7876958,-87.7291335,1
261236489,41.9281921,-87.723205,3
261118822,41.7990903,-87.6331214,2
296372319,41.9177133,-87.680105,3
367776787,41.9530593,-87.7755544,1
1446638305,41.8649496,-87.6859926,3
261116713,41.8345798,-87.7121597,2
261129952,41.8902743,-87.6854744,1
261273045,41.7061217,-87.633552,2
4081947077,41.9410392,-87.7076848,2
408459708,41.8426102,-87.6945953,3
261298944,41.8497238,-87.7210461,1
261282905,41.6882125,-87.5352726,1
